Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
CANY-1086,Canyonlands National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Resident,Species of Concern,78
CANY-1111,Canyonlands National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Common,Migratory,Species of Concern,48
CANY-1136,Canyonlands National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Common,Breeder,Species of Concern,15
CANY-1162,Canyonlands National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Common,Breeder,Species of Concern,68
CANY-1183,Canyonlands National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,108
CANY-1268,Canyonlands National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Common,Resident,Species of Concern,55
CANY-1328,Canyonlands National Park,Fish,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth Sucker,Approved,Present,Native,Common,Breeder,Species of Concern,59
CARE-1037,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Common,Breeder,Species of Concern,167
CARE-1129,Capitol Reef National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Common,Breeder,Species of Concern,196
CARE-1167,Capitol Reef National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Common,Breeder,Species of Concern,146
CARE-1184,Capitol Reef National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,65
CARE-1220,Capitol Reef National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,60
CARE-1250,Capitol Reef National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,70
CARE-1328,Capitol Reef National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Present,Native,Common,Breeder,Species of Concern,196
CARE-1350,Capitol Reef National Park,Fish,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth Sucker,Approved,Present,Native,Common,Breeder,Species of Concern,70
CARE-1361,Capitol Reef National Park,Fish,Scorpaeniformes,Cottidae,Cottus bairdii,Mottled Sculpin,Approved,Present,Unknown,Common,Breeder,Species of Concern,159
CHIS-1100,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Ptychoramphus aleuticus,Cassin's Auklet,Approved,Present,Native,Common,Breeder,Species of Concern,28
CHIS-1103,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Synthliboramphus hypoleucus,Xantus' Murrelet,Approved,Present,Native,Common,Breeder,Under Review,146
CHIS-1153,Channel Islands National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Common,Migratory,Species of Concern,28
CHIS-1184,Channel Islands National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Common,Vagrant,Species of Concern,56
CHIS-1307,Channel Islands National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Vagrant,Species of Concern,66
CHIS-1371,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Common,Migratory,Species of Concern,181
CHIS-1395,Channel Islands National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Common,Breeder,Species of Concern,139
CHIS-1415,Channel Islands National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps pacificus,Pacific Slender Salamander,Approved,Present,Native,Common,Breeder,Species of Concern,41
CHIS-1825,Channel Islands National Park,Vascular Plant,Asterales,Asteraceae,Layia platyglossa,Tidytips,Approved,Present,Native,Common,,Species of Concern,128
CHIS-2055,Channel Islands National Park,Vascular Plant,Ericales,Ericaceae,Arctostaphylos confertiflora,Santa Rosa Island Manzanita,Approved,Present,Native,Common,,Endangered,7
CHIS-2088,Channel Islands National Park,Vascular Plant,Fabales,Fabaceae,Lotus argophyllus var. niveus,Santa Cruz Island Silver Lotus,Approved,Present,Native,Common,,Species of Concern,71
CHIS-2424,Channel Islands National Park,Vascular Plant,Ranunculales,Papaveraceae,Dendromecon harfordii,Northern Island Bush Poppy,Approved,Present,Native,Common,,Species of Concern,154
CHIS-2476,Channel Islands National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya candelabrum,Candleholder Dudleya,Approved,Present,Native,Common,,Species of Concern,38
CONG-1050,Congaree National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Breeder,Species of Concern,72
CONG-1097,Congaree National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Common,Breeder,Species of Concern,69
CONG-1098,Congaree National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Resident,Species of Concern,66
CONG-1213,Congaree National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Common,Breeder,Species of Concern,137
CONG-1229,Congaree National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,117
CONG-1231,Congaree National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Common,Resident,Species of Concern,19
CRLA-1007,Crater Lake National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Common,Breeder,Species of Concern,32
CRLA-1033,Crater Lake National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Common,Breeder,Species of Concern,159
CRLA-1036,Crater Lake National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Common,Breeder,Species of Concern,175
CRLA-1039,Crater Lake National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Hairy-Winged Bat, Long-Legged Myotis",Approved,Present,Native,Common,Breeder,Species of Concern,77
CRLA-1167,Crater Lake National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Common,,Species of Concern,107
CRLA-1189,Crater Lake National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Breeder,Species of Concern,70
CRLA-1235,Crater Lake National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Common,Breeder,Species of Concern,88
CRLA-1323,Crater Lake National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,176
CRLA-1345,Crater Lake National Park,Bird,Strigiformes,Strigidae,Strix occidentalis caurina,Northern Spotted Owl,Approved,Present,Native,Common,Breeder,Threatened,47
CRLA-1371,Crater Lake National Park,Amphibian,Anura,Bufonidae,Bufo boreas,Western Toad,Approved,Present,Native,Common,Breeder,Species of Concern,125
CRLA-1400,Crater Lake National Park,Fish,Salmoniformes,Salmonidae,Salvelinus confluentus,Bull Trout,Approved,Present,Native,Common,Breeder,Threatened,44
CRLA-2482,Crater Lake National Park,Vascular Plant,Pinales,Pinaceae,Pinus albicaulis,"Whitebark Pine, White-Bark Pine",Approved,Present,Native,Common,,Under Review,148
CUVA-1001,Cuyahoga Valley National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Common,Breeder,Species of Concern,92
CUVA-1012,Cuyahoga Valley National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Common,Breeder,Species of Concern,128
CUVA-1050,Cuyahoga Valley National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Common,Migratory,Species of Concern,164
CUVA-1058,Cuyahoga Valley National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Breeder,Species of Concern,89
CUVA-1170,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Common,Breeder,Species of Concern,28
CUVA-1171,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Common,Breeder,Species of Concern,45
CUVA-1173,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Common,Breeder,Species of Concern,63
CUVA-1223,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,191
CUVA-1226,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,182
CUVA-1251,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,174
CUVA-1274,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,166
CUVA-1278,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,112
CUVA-1280,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Common,Migratory,Species of Concern,128
CUVA-1294,Cuyahoga Valley National Park,Reptile,Squamata,Colubridae,Diadophis punctatus,"Ringneck Snake, Ring-Necked Snake",Approved,Present,Native,Common,Breeder,Species of Concern,152
CUVA-1855,Cuyahoga Valley National Park,Vascular Plant,Ericales,Ericaceae,Monotropa uniflora,"Ghost Plant, Indian Pipe, Indianpipe",Approved,Present,Native,Common,,Species of Concern,164
DENA-1045,Denali National Park and Preserve,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Common,Breeder,Species of Concern,176
DENA-1049,Denali National Park and Preserve,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Breeder,Species of Concern,141
DENA-1061,Denali National Park and Preserve,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Common,Breeder,Species of Concern,191
DENA-1121,Denali National Park and Preserve,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Common,Breeder,Species of Concern,125
DENA-1168,Denali National Park and Preserve,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Common,Breeder,Species of Concern,156
DENA-1190,Denali National Park and Preserve,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Breeder,Species of Concern,184
DENA-1203,Denali National Park and Preserve,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,51
DENA-1217,Denali National Park and Preserve,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Common,Breeder,Species of Concern,166
DEVA-1052,Death Valley National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Common,Breeder,Species of Concern,103
DEVA-1071,Death Valley National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,"Western Pipistrelle, Canyon Bat",Approved,Present,Native,Common,Breeder,Species of Concern,99
DEVA-1216,Death Valley National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Common,Resident,Species of Concern,151
DEVA-1232,Death Valley National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Resident,Species of Concern,23
DEVA-1292,Death Valley National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Approved,Present,Native,Common,Breeder,Species of Concern,167
DEVA-1372,Death Valley National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Common,Breeder,Species of Concern,78
DEVA-1459,Death Valley National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Common,Resident,Species of Concern,66
DEVA-1478,Death Valley National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,183
DEVA-1509,Death Valley National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Common,Resident,Species of Concern,122
DEVA-1530,Death Valley National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,77
DEVA-1601,Death Valley National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Common,Breeder,Species of Concern,36
DEVA-1651,Death Valley National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,164
DEVA-1676,Death Valley National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Common,Resident,Species of Concern,122
DEVA-1712,Death Valley National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Common,Resident,Species of Concern,18
DEVA-1775,Death Valley National Park,Reptile,Squamata,Colubridae,Sonora semiannulata,Western Groundsnake,Approved,Present,Native,Common,Resident,Species of Concern,82
DEVA-1790,Death Valley National Park,Reptile,Squamata,Iguanidae,Dipsosaurus dorsalis,Desert Iguana,Approved,Present,Native,Common,Resident,Species of Concern,144
DEVA-1792,Death Valley National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Present,Native,Common,Resident,Species of Concern,72
DEVA-1798,Death Valley National Park,Reptile,Squamata,Iguanidae,Sauromalus ater,Common Chuckwalla,Approved,Present,Native,Common,Resident,Species of Concern,151
DEVA-1818,Death Valley National Park,Reptile,Squamata,Viperidae,Crotalus cerastes,Sidewinder,Approved,Present,Native,Common,Resident,Species of Concern,83
DEVA-1819,Death Valley National Park,Reptile,Squamata,Viperidae,Crotalus mitchellii,Speckled Rattlesnake,Approved,Present,Native,Common,Resident,Species of Concern,107
DEVA-1832,Death Valley National Park,Reptile,Testudines,Testudinidae,Gopherus agassizii,Desert Tortoise,Approved,Present,Native,Common,Resident,Threatened,25
DEVA-2161,Death Valley National Park,Vascular Plant,Asterales,Asteraceae,Cirsium mohavense,Mojave Thistle,Approved,Present,Native,Common,,Species of Concern,174
DRTO-1007,Dry Tortugas National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Common,Migratory,Species of Concern,54
DRTO-1012,Dry Tortugas National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Migratory,Species of Concern,196
DRTO-1073,Dry Tortugas National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Common,Migratory,Species of Concern,55
DRTO-1114,Dry Tortugas National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Common,Migratory,Species of Concern,190
DRTO-1115,Dry Tortugas National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Common,Migratory,Species of Concern,146
DRTO-1136,Dry Tortugas National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Common,Migratory,Species of Concern,82
DRTO-1160,Dry Tortugas National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Common,Migratory,Species of Concern,47
DRTO-1161,Dry Tortugas National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Common,Migratory,Species of Concern,50
DRTO-1163,Dry Tortugas National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Common,Migratory,Species of Concern,11
DRTO-1274,Dry Tortugas National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Native,Common,Breeder,In Recovery,173
DRTO-1283,Dry Tortugas National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Common,Migratory,Species of Concern,145
DRTO-1295,Dry Tortugas National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Common,Resident,Species of Concern,117
DRTO-1300,Dry Tortugas National Park,Reptile,Testudines,Cheloniidae,Caretta caretta,"Loggerhead, Loggerhead Sea Turtle",In Review,Present,Native,Common,Breeder,Threatened,44
DRTO-1842,Dry Tortugas National Park,Invertebrate,Scleractinia,Merulinidae,Orbicella franksi,Boulder Star Coral,Approved,Present,Native,Common,,Threatened,35
