Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
CHIS-1032,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Occasional,,Species of Concern,14
CHIS-1033,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Occasional,Breeder,Species of Concern,144
CHIS-1037,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Occasional,,Species of Concern,50
CHIS-1038,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Occasional,,Species of Concern,45
CHIS-1044,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Occasional,Breeder,Species of Concern,189
CHIS-1049,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Vagrant,Species of Concern,179
CHIS-1052,Channel Islands National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Occasional,Vagrant,Species of Concern,61
CHIS-1054,Channel Islands National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Occasional,Migratory,Species of Concern,196
CHIS-1065,Channel Islands National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Vagrant,Species of Concern,68
CHIS-1085,Channel Islands National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Present,Native,Occasional,Vagrant,Species of Concern,69
CHIS-1091,Channel Islands National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Occasional,Vagrant,Species of Concern,76
CHIS-1095,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Brachyramphus marmoratus,Marbled Murrelet,Approved,Present,Native,Occasional,Vagrant,Threatened,29
CHIS-1098,Channel Islands National Park,Bird,Charadriiformes,Alcidae,Fratercula cirrhata,Tufted Puffin,Approved,Present,Native,Occasional,Breeder,Under Review,141
CHIS-1112,Channel Islands National Park,Bird,Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,Approved,Present,Native,Occasional,Breeder,Species of Concern,176
CHIS-1114,Channel Islands National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Approved,Present,Native,Occasional,Vagrant,Species of Concern,145
CHIS-1127,Channel Islands National Park,Bird,Charadriiformes,Laridae,Sterna elegans,Elegant Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,75
CHIS-1138,Channel Islands National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Vagrant,Species of Concern,157
CHIS-1172,Channel Islands National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Vagrant,Threatened,38
CHIS-1173,Channel Islands National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Occasional,Vagrant,Species of Concern,29
CHIS-1175,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Occasional,Vagrant,Species of Concern,137
CHIS-1194,Channel Islands National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Occasional,Vagrant,Species of Concern,27
CHIS-1204,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Occasional,Migratory,Species of Concern,144
CHIS-1212,Channel Islands National Park,Bird,Passeriformes,Corvidae,Pica nuttalli,Yellow-Billed Magpie,Approved,Present,Native,Occasional,Vagrant,Species of Concern,87
CHIS-1215,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,55
CHIS-1230,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,53
CHIS-1246,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Vagrant,Species of Concern,179
CHIS-1247,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,173
CHIS-1303,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Occasional,Vagrant,Species of Concern,147
CHIS-1310,Channel Islands National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,Breeder,Species of Concern,157
CHIS-1326,Channel Islands National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Occasional,Migratory,Species of Concern,75
CHIS-1338,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermillion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,115
CHIS-1353,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Occasional,Vagrant,Species of Concern,162
CHIS-1359,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,34
CHIS-1360,Channel Islands National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,30
CHIS-1375,Channel Islands National Park,Bird,Procellariiformes,Diomedeidae,Diomedea albatrus,Short-Tailed Albatross,Approved,Present,Native,Occasional,Vagrant,Endangered,10
CHIS-1388,Channel Islands National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Breeder,Species of Concern,37
CHIS-1409,Channel Islands National Park,Reptile,Testudines,Cheloniidae,Caretta caretta,Loggerhead,Approved,Present,Native,Occasional,Vagrant,Endangered,9
CHIS-1410,Channel Islands National Park,Reptile,Testudines,Cheloniidae,Chelonia mydas,"Green Sea Turtle, Green Turtle",Approved,Present,Native,Occasional,Vagrant,Threatened,28
CHIS-1411,Channel Islands National Park,Reptile,Testudines,Dermochelyidae,Dermochelys coriacea,Leatherback,Approved,Present,Native,Occasional,Vagrant,Endangered,7
CONG-1048,Congaree National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Occasional,Breeder,In Recovery,66
CONG-1077,Congaree National Park,Bird,Ciconiiformes,Ciconiidae,Mycteria americana,Wood Stork,Approved,Present,Native,Occasional,Vagrant,Threatened,22
CONG-1093,Congaree National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,Blue Grosbeak,Approved,Present,Native,Occasional,Breeder,Species of Concern,112
CONG-1125,Congaree National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,188
CONG-1238,Congaree National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Occasional,Resident,Species of Concern,19
CRLA-1178,Crater Lake National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Occasional,Vagrant,Species of Concern,83
CRLA-1315,Crater Lake National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Native,Occasional,Vagrant,In Recovery,98
CUVA-1052,Cuyahoga Valley National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,58
CUVA-1165,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Migratory,Species of Concern,101
CUVA-1277,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Occasional,Vagrant,Under Review,123
CUVA-1285,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,90
DENA-1005,Denali National Park and Preserve,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Occasional,,Species of Concern,18
DENA-1051,Denali National Park and Preserve,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Occasional,,Species of Concern,17
DENA-1081,Denali National Park and Preserve,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Occasional,,Species of Concern,172
DEVA-1221,Death Valley National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Resident,Species of Concern,147
DEVA-1228,Death Valley National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Occasional,Vagrant,Species of Concern,191
DEVA-1229,Death Valley National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Occasional,Resident,In Recovery,190
DEVA-1267,Death Valley National Park,Bird,Anseriformes,Anatidae,Dendrocygna bicolor,Fulvous Whistling Duck,Approved,Present,Native,Occasional,Vagrant,Species of Concern,74
DEVA-1281,Death Valley National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Present,Native,Occasional,Migratory,Species of Concern,29
DEVA-1316,Death Valley National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,108
DEVA-1324,Death Valley National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Vagrant,Species of Concern,171
DEVA-1340,Death Valley National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Occasional,Vagrant,Species of Concern,36
DEVA-1344,Death Valley National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Occasional,Vagrant,Species of Concern,159
DEVA-1367,Death Valley National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Vagrant,Threatened,33
DEVA-1384,Death Valley National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Occasional,Migratory,Species of Concern,73
DEVA-1503,Death Valley National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Vagrant,Species of Concern,149
DEVA-1512,Death Valley National Park,Bird,Passeriformes,Icteridae,Agelaius tricolor,Tricolored Blackbird,Approved,Present,Native,Occasional,Vagrant,Under Review,193
DEVA-1545,Death Valley National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Present,Native,Occasional,Vagrant,Under Review,157
DEVA-1591,Death Valley National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Occasional,Vagrant,Under Review,151
DEVA-1708,Death Valley National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Occasional,,Species of Concern,105
DEVA-1720,Death Valley National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,,Species of Concern,147
DRTO-1013,Dry Tortugas National Park,Bird,Accipitriformes,Accipitridae,Elanoides forficatus,Swallow-Tailed Kite,Approved,Present,Native,Occasional,Migratory,Species of Concern,155
DRTO-1022,Dry Tortugas National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,143
DRTO-1026,Dry Tortugas National Park,Bird,Anseriformes,Anatidae,Dendrocygna bicolor,"Fulvous Whistling Duck, Fulvous Whistling-Duck",Approved,Present,Native,Occasional,Migratory,Species of Concern,18
DRTO-1036,Dry Tortugas National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,169
DRTO-1046,Dry Tortugas National Park,Bird,Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,162
DRTO-1049,Dry Tortugas National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Occasional,Migratory,Species of Concern,116
DRTO-1103,Dry Tortugas National Park,Bird,Columbiformes,Columbidae,Patagioenas leucocephala,White-Crowned Pigeon,Approved,Present,Native,Occasional,Migratory,Species of Concern,188
DRTO-1123,Dry Tortugas National Park,Bird,Gruiformes,Rallidae,Laterallus jamaicensis,Black Rail,Approved,Present,Native,Occasional,Migratory,Under Review,160
DRTO-1126,Dry Tortugas National Park,Bird,Gruiformes,Rallidae,Rallus elegans,King Rail,Approved,Present,Native,Occasional,Migratory,Species of Concern,21
DRTO-1128,Dry Tortugas National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,Clapper Rail,Approved,Present,Native,Occasional,Migratory,Species of Concern,26
DRTO-1174,Dry Tortugas National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,132
DRTO-1241,Dry Tortugas National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,87
DRTO-1263,Dry Tortugas National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Migratory,Species of Concern,48
DRTO-1273,Dry Tortugas National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,108
DRTO-1288,Dry Tortugas National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,141
EVER-1044,Everglades National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,177
EVER-1047,Everglades National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,45
EVER-1132,Everglades National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Migratory,Species of Concern,42
EVER-1178,Everglades National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,168
EVER-1192,Everglades National Park,Bird,Gruiformes,Rallidae,Coturnicops noveboracensis,Yellow Rail,Approved,Present,Native,Occasional,Resident,Species of Concern,142
EVER-1219,Everglades National Park,Bird,Passeriformes,Emberizidae,Aimophila aestivalis,Bachman's Sparrow,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,122
EVER-1342,Everglades National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,136
EVER-1377,Everglades National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,77
GLAC-1137,Glacier National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Occasional,Migratory,Species of Concern,51
GLAC-1151,Glacier National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Occasional,Migratory,Species of Concern,27
GLAC-1186,Glacier National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Occasional,Migratory,Species of Concern,154
GLAC-1314,Glacier National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Occasional,Vagrant,Species of Concern,154
GLAC-1315,Glacier National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,64
GLAC-1336,Glacier National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Occasional,Vagrant,Species of Concern,47
GLBA-1109,Glacier Bay National Park and Preserve,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Occasional,Vagrant,Species of Concern,97
GLBA-1153,Glacier Bay National Park and Preserve,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Migratory,Species of Concern,79
GLBA-1256,Glacier Bay National Park and Preserve,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Occasional,Vagrant,Species of Concern,138
GLBA-1294,Glacier Bay National Park and Preserve,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Occasional,Vagrant,Species of Concern,93
GRBA-1038,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Occasional,Resident,Species of Concern,16
GRBA-1041,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,Californis Myotis,Approved,Present,Native,Occasional,,Species of Concern,81
GRBA-1342,Great Basin National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Occasional,Vagrant,Under Review,56
GRBA-1403,Great Basin National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Occasional,,Species of Concern,157
GRCA-1113,Grand Canyon National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Occasional,Vagrant,Species of Concern,109
GRCA-1148,Grand Canyon National Park,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan,Approved,Present,Native,Occasional,Vagrant,Species of Concern,114
GRCA-1159,Grand Canyon National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Occasional,Vagrant,Species of Concern,134
GRCA-1176,Grand Canyon National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,100
GRCA-1184,Grand Canyon National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,60
GRCA-1199,Grand Canyon National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Occasional,Migratory,Species of Concern,41
GRCA-1220,Grand Canyon National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Breeder,Threatened,23
GRCA-1243,Grand Canyon National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,Clapper Rail,Approved,Present,Native,Occasional,Summer,Species of Concern,59
GRCA-1244,Grand Canyon National Park,Bird,Gruiformes,Rallidae,Rallus longirostris yumanensis,Yuma Clapper Rail,Approved,Present,Native,Occasional,Summer,Endangered,9
GRCA-1280,Grand Canyon National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,48
GRCA-1281,Grand Canyon National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum perpallidus,Grasshopper Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,69
GRCA-1334,Grand Canyon National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Breeder,Species of Concern,88
GRCA-1349,Grand Canyon National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Resident,Species of Concern,79
GRCA-1433,Grand Canyon National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Occasional,Vagrant,Under Review,190
GRCA-1491,Grand Canyon National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Occasional,"Summer, Vagrant",Species of Concern,30
GRCA-1514,Grand Canyon National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,16
GRCA-1521,Grand Canyon National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Native,Occasional,Vagrant,In Recovery,149
GRCA-1527,Grand Canyon National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,94
GRCA-1539,Grand Canyon National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Occasional,"Winter, Vagrant",Species of Concern,188
GRCA-1548,Grand Canyon National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Occasional,Breeder,Species of Concern,189
GRCA-1560,Grand Canyon National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Occasional,Migratory,Species of Concern,99
GRCA-1563,Grand Canyon National Park,Reptile,Squamata,Colubridae,Diadophis punctatus,"Ringneck Snake, Ring-Necked Snake",Approved,Present,Native,Occasional,Vagrant,Species of Concern,91
GRSA-1292,Great Sand Dunes National Park and Preserve,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,72
GRSM-1098,Great Smoky Mountains National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Occasional,Migratory,Species of Concern,89
GRSM-1117,Great Smoky Mountains National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Migratory,Species of Concern,47
GRSM-1167,Great Smoky Mountains National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,172
GRSM-1230,Great Smoky Mountains National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,19
GRSM-1242,Great Smoky Mountains National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Occasional,Migratory,Species of Concern,17
GRSM-1292,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern,154
GRSM-1320,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,136
GRSM-1337,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Migratory,Species of Concern,148
GRSM-1357,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,98
GRSM-1365,Great Smoky Mountains National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Occasional,Migratory,Species of Concern,95
HALE-1007,Haleakala National Park,Mammal,Carnivora,Phocidae,Monachus schauinslandi,Hawaiian Monk Seal,Approved,Present,Native,Occasional,Migratory,Endangered,10
HALE-1068,Haleakala National Park,Reptile,Testudines,Cheloniidae,Chelonia mydas,"Green Sea Turtle, Honu",Approved,Present,Native,Occasional,,Threatened,26
HAVO-1026,Hawaii Volcanoes National Park,Bird,Charadriiformes,Scolopacidae,Numenius tahitiensis,"Kioea, Bristle-Thighed Curlew",Approved,Present,Native,Occasional,Migratory,Species of Concern,27
HAVO-1032,Hawaii Volcanoes National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,130
HOSP-1053,Hot Springs National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Not Native,Occasional,Migratory,Species of Concern,180
HOSP-1055,Hot Springs National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Not Native,Occasional,Migratory,Species of Concern,34
HOSP-1071,Hot Springs National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Not Native,Occasional,Migratory,Species of Concern,149
ISRO-1029,Isle Royale National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Occasional,Vagrant,Species of Concern,161
ISRO-1031,Isle Royale National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,161
ISRO-1032,Isle Royale National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Occasional,Vagrant,Species of Concern,55
ISRO-1037,Isle Royale National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Occasional,Vagrant,Species of Concern,189
ISRO-1079,Isle Royale National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Occasional,Migratory,Species of Concern,135
ISRO-1102,Isle Royale National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Occasional,Migratory,Species of Concern,67
ISRO-1104,Isle Royale National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Occasional,Migratory,Species of Concern,66
ISRO-1118,Isle Royale National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Occasional,Resident,Species of Concern,91
ISRO-1150,Isle Royale National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,151
ISRO-1169,Isle Royale National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Breeder,Species of Concern,153
ISRO-1175,Isle Royale National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,,Species of Concern,16
ISRO-1220,Isle Royale National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Occasional,Migratory,Under Review,77
ISRO-1262,Isle Royale National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night Heron,Approved,Present,Native,Occasional,Vagrant,Species of Concern,126
ISRO-1263,Isle Royale National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Migratory,Species of Concern,105
